1,오렌지칠,0507-1465-3505,세종 국책연구원3로 6 114호,10:30 ~ 21:30,일,21시,모히또라떼," ₩	6,000 ",5,0,0,x,0,0,오렌지색 인테리어로 따듯한 감성을 느낄 수 있고 오렌지가들어간 시그니처 메뉴들을 즐길 수 있는 카페
10,꾸메커피랩,0507-1353-3129,세종 국책연구원3로 12 비오케이아트센터 1층 103호,08:00 ~ 17:00,"토,일",16:30,아메리카노," ₩	4,000 ",10,0,0,0,0,x,최고등급 커피대회 심사위원이 선정한 원두만을 이용해 15년차의 바리스타가 만드는 맛있는 커피와 
,,,,,,,카페라떼," ₩	4,300 ",,,,,,,직접 만든 맛있고 건강한 디저트를 맛볼 수 있는 카페
,,,,,,,흑임자카페라떼," ₩	5,500 ",,,,,,,
,,,,,,,비엔나,,,,,,,,
,,,,,,,커피/라떼,5.0/5.3,,,,,,,
,,,,,,,휘낭시에,,,,,,,,
,,,,,,,플레인," ₩	2,300 ",,,,,,,
,,,,,,,초코칩/추러스/누네띠네," ₩	2,500 ",,,,,,,
,,,,,,,빼빼로/무화과크림치즈," ₩	2,800 ",,,,,,,
,,,,,,,마들렌,,,,,,,,
,,,,,,,레몬/쑥크럼블/초코/얼그레이,2.3/2.5/2.8/2.8,,,,,,,
,,,,,,,,,,,,,,,
11,울투라커피컴퍼니,0507-1387-2850,세종 국책연구원3로 12 1층 107호 ,08:00 ~ 17:00,"토,일",16:30,아메리카노," ₩	3,500 ",9,0,0,0,0,x,깔끔하고 청결한 매장에서 깔끔한 맛의 음료를 맛볼 수 있는 카페
,,,,,,,바닐라라떼," ₩	4,000 ",,,,,,,
,,,,,,,로얄밀크티," ₩	5,000 ",,,,,,,
,,,,,,,리얼딸기라떼," ₩	5,500 ",,,,,,,
,,,,,,,생과일착즙에이드,,,,,,,,
,,,,,,,자몽/레몬/패션후르츠/딸기," ₩	5,500 ",,,,,,,
,,,,,,,생과일착즙주스,,,,,,,,
,,,,,,,망고/포도/키위," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
12,델브커피,010-8806-7248,세종 한누리대로 1864 수루배마을1단지 상가A동 101호,10:00 ~ 21:00,일,20:30,크림에소프레소," ₩	4,000 ",3,0,0,x,0,x,깔끔한 매장에서 여유를 즐기며 음료를 마실 수 있는 카페
,,,,17:00 ~ 19:00 브레이크타임,,,차이티라떼," ₩	5,500 ",,,,,,,
,,,,,,,오틀리라떼," ₩	5,000 ",,,,,,,
,,,,,,,바닐라빈," ₩	4,500 ",,,,,,,
,,,,,,,아인슈페너," ₩	4,500 ",,,,,,,
,,,,,,,,,,,,,,,
13,이든커피,0507-1327-7463,세종 국책연구원3로 6 씨즈파크뷰 1층 115호,08:00 ~ 20:00,일,19:30,아메리카노," ₩	3,500 ",7,0,0,x,0,x,스페셜티 원두를 기반으로 좋은 맛과 향을 전하는 라떼 맛집 카페
,,,,11:00 ~ 20:00,,19:30,오지아이스," ₩	4,500 ",,,,,,,
,,,,,,,헐크," ₩	4,500 ",,,,,,,
,,,,,,,라떼콤파나," ₩	4,500 ",,,,,,,
,,,,,,,마리아쥬플레르,,,,,,,,
,,,,,,,마르코폴로/웨딩임페리얼/녹턴오리엔탈," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
14,카페담뿍,010-2131-6740,세종 한누리대로 1948 더스테이빌딩 1층 126호,08:30 ~ 20:00,없음,19:30,레모니카노," ₩	4,300 ",6,0,0,x,0,x,이태리 3대커피인 KIMBO커피와 과채100%수제 착즙음료를 합리적인 가격에 만나볼 수 있는 카페
,,,,"토,일 11:00 ~ 16:00",,15:30,수제바닐라빈라떼," ₩	4,800 ",,,,,,,
,,,,,,,수제밀크티," ₩	4,300 ",,,,,,,
,,,,,,,생딸기라떼," ₩	5,000 ",,,,,,,
,,,,,,,수제착즙에이드,,,,,,,,
,,,,,,,오렌지/레몬," ₩	4,000 ",,,,,,,
,,,,,,,생과일주스,,,,,,,,
,,,,,,,사과/사과당근/사과케일/오렌지사과,4.0/4.5/4.5/5.0,,,,,,,
,,,,,,,수제차,,,,,,,,
,,,,,,,레몬/레몬아이스티," ₩	4,000 ",,,,,,,
,,,,,,,수제쿠키,,,,,,,,
,,,,,,,바닐라/쇼콜라/브라우니," ₩	4,800 ",,,,,,,
,,,,,,,,,,,,,,,
15,대건을그리다,044-270-3085,세종 국책연구원5로 12 천주교 대전교구청,11:00 ~ 16:00,없음,17:30,아메리카노," ₩	3,000 ",14,0,0,x,0,x,성당에서 운영하는 카페로 넓고  산책하기 좋은 카페
,,,,일 11:00 ~ 13:00,,,수제차,,,,,,,,
,,,,,,,유자/청귤/자몽," ₩	3,500 ",,,,,,,
,,,,,,,수제에이드,,,,,,,,
,,,,,,,유자/청귤/자몽," ₩	4,000 ",,,,,,,
,,,,,,,베이글 크림치즈," ₩	3,000 ",,,,,,,
,,,,,,,와플아이스크림," ₩	3,000 ",,,,,,,
,,,,,,,,,,,,,,,
16,베리피치330,0507-1381-7574,세종 국책연구원3로 6 116호,10:00 ~ 15:00,일,14:30,berrypeach330," ₩	4,900 ",4,0,0,x,0,x,"세종시 농,특산품인 딸기와 복숭아를 중심으로 시즌과일음료를 직접 갈아 만들어주는 건강한 생과일전문카페"
,,,,,,,홍삼차/쌍화차," ₩	5,500 ",,,,,,,
,,,,,,,에이드,,,,,,,,
,,,,,,,딸기/오디/복숭아/청귤/라임/레몬/패션후르츠," ₩	4,200 ",,,,,,,
,,,,,,,아메리카노," ₩	2,500 ",,,,,,,
,,,,,,,라떼/인삼라떼,3.0/6.0,,,,,,,
,,,,,,,,,,,,,,,
17,휘카페,010-4136-4519,세종 국책연구원2로 18,,,,아메리카노," ₩	3,300 ",6,0,0,x,0,x,가격과 맛 두마리 토끼를 모두 잡은 친구와 함께 가서 수다떨기 좋은 카페
,,,,,,,레몬진저티," ₩	5,500 ",,,,,,,
,,,,,,,수제청귤,,,,,,,,
,,,,,,,에이드/차," ₩	5,500 ",,,,,,,
,,,,,,,그릭화이트피치요거트," ₩	6,000 ",,,,,,,
,,,,,,,인삼쉐이크," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,
