1,플로랑스,044-867-0713,"세종 보람동 616-2 시드니하트 120,121,122호",10:30 ~ 21:30,없음,21시,플로랑스브런치," ₩	15,900 ",13,0,0,x,0,x, 금강을 바라보는 경치를 보며 여유를 즐길 수 있는 분위기 좋은 보람동 대표 브런치카페
6,뉴올드커피,0507-1474-1477,세종 한누리대로 2150 스마트허브 116호,07:30 ~ 18:00,일,17:30,브루잉커피," ₩	5,000 ",4,0,0,x,0,x,로스팅공장을 함께 운영하며 맛좋은 커피를 즐길 수 있는 쇼룸을 함께 운영하는 카페
,,,,토 11:00 ~ 17:00,,16:30,콜롬비아 / 케냐 / 에티오피아 / 과테말라 /코스타리카,,,,,,,,
,,,,,,,아메리카노," ₩	3,500 ",,,,,,,
,,,,,,,카페라떼," ₩	4,000 ",,,,,,,
,,,,,,,민트라떼," ₩	4,500 ",,,,,,,
,,,,,,,목장수제요거트," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
7,스텔라온커피,0507-1335-8122,세종 시청대로 213 금강베네치아 411호,10:30 ~ 17:00,금,16:30,파나마젠슨게이샤세트," ₩	13,000 ",9,0,0,x,0,x,"세계 최고의 품질을 자랑하는 게이샤품종,COE커피를 비롯 한 고품질의 커피를 맛볼 수 있는 카페 "
,,,,"토, 일 10:30 ~ 18:00",,17:30,아메리카노," ₩	4,500 ",,,,,,,
,,,,,,,카페라떼," ₩	5,000 ",,,,,,,
,,,,,,,흑당라떼," ₩	5,500 ",,,,,,,
,,,,,,,아인슈페너," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
8,유로비 와인커피숍,044-863-3035,세종 시청대로 163 리버애비뉴 3층 311호,11:00 ~ 24:00,없음,23:00,유로비와인커피," ₩	8,200 ",10,0,0,x,0,x,금강뷰와 커피를 함께 즐길 수 있는 유럽풍 갤러리카페
,,,,,,,바닐라라떼," ₩	6,500 ",,,,,,,
,,,,,,,구스미 Tea + Desert," ₩	12,000 ",,,,,,,
,,,,,,,흑임자라떼," ₩	6,500 ",,,,,,,
,,,,,,,밀크티라떼," ₩	6,500 ",,,,,,,
,,,,,,,,,,,,,,,
9,이희원커피로스터즈,010-8405-1848,"세종 남세종로 450 112,113호",10:00 ~ 21:00,토,20:30,원라떼," ₩	6,000 ",7,0,0,0,0,0,분위기와 맛을 모두 잡은 애견과 함께 즐길 수 있는 카페
,,,,일 11:00 ~ 19:00,,18:30,카페코코넛," ₩	6,000 ",,,,,,,
,,,,,,,리얼생딸기우유," ₩	6,000 ",,,,,,,
,,,,,,,미숫가루바닐라쉐이크," ₩	6,000 ",,,,,,,
,,,,,,,"자몽티, 런던포그티"," ₩	5,000 ",,,,,,,
,,,,,,,카페라떼," ₩	4,500 ",,,,,,,
,,,,,,,,,,,,,,,
10,카페 213비엔나,044-866-1683,세종 시청대로 213 금강베네치아 4층,11:00 ~ 22:00,월,21:30,아인슈페너," ₩	5,500 ",17,0,0,x,0,x,넓은 실내매장과 금강뷰가 보이는 야외테라스에서 커피를 즐길 수 있는 카페
,,,,,,,라떼슈페너," ₩	6,000 ",,,,,,,
,,,,,,,쑥슈페너," ₩	6,000 ",,,,,,,
,,,,,,,초코폭탄," ₩	5,500 ",,,,,,,
,,,,,,,블루오션라떼," ₩	6,500 ",,,,,,,
,,,,,,,선라이즈에이드," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
11,로트나인커피앤코,0507-1480-9993,세종 호려울로 19 스마트허브3 115호,07:30 ~ 22:00 ,일,21:30,바닐라빈라떼," ₩	5,000 ",6,0,0,x,0,x,스페셜티 등급의 원두만을 엄선하여 직접 로스팅한원두로 만드는 커피를 맛볼 수 있는 커피맛집카페
,,,,토 08:00 ~ 19:00,,18:30,캔디팝라떼," ₩	5,500 ",,,,,,,
,,,,,,,텐저린라떼," ₩	6,000 ",,,,,,,
,,,,,,,스위트오레," ₩	6,000 ",,,,,,,
,,,,,,,더블샷말차," ₩	6,000 ",,,,,,,
,,,,,,,브루잉커피,4500~,,,,,,,
,,,,,,,,,,,,,,,
12,희어린,0507-1380-8521,세종 한누리대로 2144 119호,09:30 ~ 20:00,없음,19:30,아인슈페너," ₩	5,000 ",6,0,0,0,0,x,요즘 감성이 가득한 이기자기한 이쁜 카페. 아이스크림 맛집
,,,,"토,일 10:30 ~ 18:00",,17:30,크림라떼," ₩	5,000 ",,,,,,,
,,,,,,,흑임자라떼," ₩	5,000 ",,,,,,,
,,,,,,,상하목장 아이스크림," ₩	3,800 ",,,,,,,
,,,,,,,상하목장 아포카토," ₩	5,000 ",,,,,,,
,,,,,,,상하목장 아이스크림,,,,,,,,
,,,,,,,"플랫화이트, 라떼, 초코라떼",5500 / 6000 / 6000,,,,,,,
,,,,,,,,,,,,,,,
13,러버블베이커리,044-905-0072,세종 한누리대로 2165 대방디엠시티상가 C동 122호,08:30 ~ 20:00,"일,월",19:30,소금빵," ₩	1,800 ",4,0,0,x,0,x,빵과 커피를 함께 즐길 수 있는 유럽식 베이커리카페
,,,,,,재료소진시,크로와상,,야외 2,,,,,,
,,,,,,,아몬드 / 플레인 / 초코,4500 / 3500 / 3800,,,,,,,
,,,,,,,크로플," ₩	3,000 ",,,,,,,
,,,,,,,아메리카노," ₩	3,500 ",,,,,,,
,,,,,,,카페라떼," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
14,카페이수페,0507-1306-0223,세종 남세종로 441 상가1동 1층 107호,09:00 ~ 19:00,일,18:30,아메리카노," ₩	3,500 ",6,0,0,0,0,x,"그릭요거트와 즉석샌드위치, 샐러드같이 특색있는 디저트를 맛볼 수 있는 카페"
,,,,,,,그래놀라그릭요거트," ₩	6,500 ",야외1,,,,,,
,,,,,,,차돌박이샌드위치," ₩	7,300 ",,,,,,,
,,,,,,,깻잎불고기샌드위치," ₩	7,300 ",,,,,,,
,,,,,,,그린콥샐러드," ₩	6,900 ",,,,,,,
,,,,,,,그릭요거트샐러드," ₩	8,900 ",,,,,,,
,,,,,,,차돌샐러드," ₩	8,900 ",,,,,,,
,,,,,,,,,,,,,,,
15,kiffcoffee,044-867-1754,세종 보람동 700-71,11:00 ~ 21:00,일,20:30,키프블랜딩," ₩	4,500 ",5,0,0,x,0,x,분위기 좋고 힙한 감성의 카페 
,,,,토. 12:00 ~ 21:00,,20:30,키프커피," ₩	5,000 ",,,,,,,
,,,,,,,키프라떼," ₩	5,000 ",,,,,,,
,,,,,,,플랫그린," ₩	5,000 ",,,,,,,
,,,,,,,당근케이크," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
16,카페인스타,0507-1445-3669,세종 남세종로 462 위너스타워 1층 111호,09:00 ~ 22:00,없음,21:30,아메리카노," ₩	2,000 ",4,0,0,0,0,x,세종 어디서도 찾아볼 수 없는 트랜디한 디저트를 맛볼 수 있는 카페
,,,,,,,흑임자라떼," ₩	5,000 ",,,,,,,
,,,,,,,카페비엔나," ₩	5,000 ",,,,,,,
,,,,,,,크로팡,,,,,,,,
,,,,,,,"시나몬 / 말차,밀크,딸기",4800 / 5800,,,,,,,
,,,,,,,스크롤,,,,,,,,
,,,,,,,딸기 / 망고 / 초코 / 블루베리," ₩	4,300 ",,,,,,,
,,,,,,,스크롤파이,,,,,,,,
,,,,,,,콘 / 후르츠,4800 / 5300,,,,,,,
,,,,,,,,,,,,,,,
17,하우프,010-2725-0163,세종 시청대로 163 리버에비뉴 114호,11:00 ~ 20:00,월,19:30,핸드드립,6500 ~ 12000,6,0,0,x,0,x,다양한 종류의 고급 커피를 맛볼 수 있는 핸드드립 전문카페
,,,,,,,아메리카노," ₩	4,000 ",,,,,,,
,,,,,,,카페라떼," ₩	4,500 ",,,,,,,
,,,,,,,바다를품은라떼," ₩	5,200 ",,,,,,,
,,,,,,,아인슈페너," ₩	6,300 ",,,,,,,
,,,,,,,흑당라떼," ₩	5,700 ",,,,,,,
,,,,,,,,,,,,,,,
18,갤러리카페드마랑,044-417-6001,세종 한누리대로 2150 스마트허브1차 121호,09:30 ~ 19:00,금.토,18:30,바닐라빈라떼 / 더블돌체라떼," ₩	4,800 ",15,0,0,x,0,x,스페셜블랜딩의 원두와  수제디저트와 수제청 음료와 나따오비따 에그타르트를 맛볼 수 있는 카페
,,,,12:00 ~ 18:00,,17:30,아인슈페너 / 스노우라떼," ₩	5,300 ",,,,,,,
,,,,,,,라떼,,,,,,,,
,,,,,,,밀크티 / 제주말차 / 토피넛," ₩	4,500 ",,,,,,,
,,,,,,,수제청 차,,,,,,,,
,,,,,,,자몽 / 레몬 / 청귤 / 레몬애플시나몬," ₩	4,900 ",,,,,,,
,,,,,,,수제청 에이드,,,,,,,,
,,,,,,,자몽/ 레몬 / 청귤/ 패션후르츠," ₩	5,000 ",,,,,,,
,,,,,,,생과일주스,,,,,,,,
,,,,,,,키위/바나나/토마토/키바/딸바," ₩	5,500 ",,,,,,,
,,,,,,,수제청딸기,,,,,,,,
,,,,,,,마약딸기라떼 / 스노우딸기라떼,5500 / 5900,,,,,,,
,,,,,,,에그타르트,,,,,,,,
,,,,,,,클래식/크림치즈/카카오/호두타르트," ₩	2,800 ",,,,,,,
,,,,,,,,,,,,,,,
19,크렘므,070-7620-0110,세종 시청대로 209 금강르네상스 3층 317호,11:00 ~ 20:00,"월,화",19:30,이태리크피," ₩	3,500 ",4,0,0,0,0,x,달콤한 디저트와 커피를 함께 즐길 수 있는 디저트맛집
,,,,,,,아메리카노," ₩	3,500 ",,,,,,,
,,,,,,,크렘므슈페너," ₩	6,000 ",,,,,,,
,,,,,,,아이스크림라떼," ₩	6,000 ",,,,,,,
,,,,,,,마카롱," ₩	2,500 ",,,,,,,
,,,,,,,마들렌," ₩	2,200 ",,,,,,,
,,,,,,,,,,,,,,,
20,소담,0507-1410-8644,세종 시청대로 219 시드니하트 5층 509호,10:00 ~ 22:00,"매달 1,3",21:30,아메리카노," ₩	3,000 ",7,0,0,x,0,x,아름다운 풍경과 깊은 향이나는 차를 함께 즐기며 마음을 녹일 수 있는 전통 차 전문 카페
,,,,,일요일,,식혜,,,,,,,,
,,,,,,,비트 / 생강," ₩	5,500 ",,,,,,,
,,,,,,,꽃차,5800~7800,,,,,,,
,,,,,,,목련/장미/국화/메리골드/맨드라미/구절초/돼지감자,,,,,,,,
,,,,,,,잎차,,,,,,,,
,,,,,,,박하 / 블루베리 / 뽕," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
21,데일리치아바타,0507-1358-6709,세종 호려울로 19 스마트허브3 1층 114호,10:30 ~ 19:00,"일,월",18:30,치아바타,,0,0,x,x,0,x,100%유기농밀과 천연발효종을 사용해서 만든 건강한 치아바타를 만날 수 있는 베이커리카페
,,,,,,재료소진,올리브/먹물치즈/단호박치즈/크랜베리치즈," ₩	4,000 ",,,,,,,
,,,,,,,고구마크림치즈/무화과호두," ₩	5,000 ",,,,,,,
,,,,,,,플래인," ₩	3,000 ",,,,,,,
,,,,,,,앙버터," ₩	5,000 ",,,,,,,
,,,,,,,치아바타샌드위치,,,,,,,,
,,,,,,,먹물플래인 / 올리브할라피뇨," ₩	6,000 ",,,,,,,
,,,,,,,,,,,,,,,
22,ska vi fika,0507-1395-3940,세종 한누리대로 2165 호려울7단지 근생 752동 1층 B-120호,10:30 ~ 18:00,일,17:30,아메리카노," ₩	4,000 ",4,0,0,x,0,x,스웨덴어로 커피와 함께하는 휴식시간을 말하는 FIKA처럼 맛있는 커피와 직접만든 디저트를 즐기며 휴식을 즐길 수 있는 카페
,,,,,,,진저레몬차," ₩	5,000 ",,,,,,,
,,,,,,,런던포그," ₩	6,000 ",,,,,,,
,,,,,,,초코라떼," ₩	4,500 ",,,,,,,
,,,,,,,쌀휘낭시에,,,,,,,,
,,,,,,,기본/츄러스,2.8 / 3.0,,,,,,,
,,,,,,,솔티카라멜/초콜릿/인절미소보로/무화과크림치즈," ₩	3,200 ",,,,,,,
,,,,,,,쿠키,,,,,,,,
,,,,,,,사브레 / 초코월넛,2.8 / 3.5,,,,,,,
,,,,,,,타르트,,,,,,,,
,,,,,,,치즈소보로," ₩	4,500 ",,,,,,,
,,,,,,,단호박 / 흑임자,5.5 / 6.0,,,,,,,
,,,,,,,얼그레이 / 딸기," ₩	6,500 ",,,,,,,
,,,,,,,,,,,,,,,
23,카페민트,0507-1377-7107,세종 한누리대로 2149 엔젤타워1층 116호,10:00 ~ 21:00,일,20:30,아메리카노," ₩	3,500 ",4,0,0,0,0,x,커피와 함께 샌드위치 샐러드 등 다양한 메뉴를 부담없이 즐길 수 있는 카페
,,,,,,,카페민트(민트라떼)," ₩	5,000 ",,,,,,,
,,,,,,,플레인크로플," ₩	3,500 ",,,,,,,
,,,,,,,리코타치즈샐러드," ₩	8,000 ",,,,,,,
,,,,,,,애그포테이토샌드위치," ₩	4,900 ",,,,,,,
,,,,,,,카야햄치즈샌드위치," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
24,춘당고로케,0507-1427-2113,세종 시청대로 163 리버에비뉴106호,12:00 ~ 19:30,월,19:00,고로케,,2,0,0,x,0,0,프랑스산 무염발효 고메버터와 천연당을 이용해 매일매일 정성을 다해 만든 진한 맛의 고로케를 만날 수 있는 고로케전문 카페
,,,,,,재료소진시,팥," ₩	1,800 ",,,,,,,
,,,,,,,야채감자 / 카레 / 크림치즈," ₩	2,200 ",,,,,,,
,,,,,,,햄치즈," ₩	2,600 ",,,,,,,
,,,,,,,소시지," ₩	2,300 ",,,,,,,
,,,,,,,꽈배기," ₩	1,000 ",,,,,,,
,,,,,,,,,,,,,,,
25,피크닉백,044-863-0586,세종 시청대로 167 세종드림빌딩 108호,10:30 ~ 22:00,없음,21:30,바닐라라떼," ₩	5,000 ",11,0,0,x,0,x,보행교가 보이는 전망좋은 카페로 *피크닉세트 대여도 가능함
,,,,"토,일 11:00 ~ 22:00",,21:30,아인슈페너," ₩	5,000 ",,,,,,,피크닉대여세트-15000원 (아메리카노 + 샌드위치 + 피크닉가방)
,,,,,,,아포가토," ₩	4,500 ",,,,,,,
,,,,,,,바닐라아이스크림," ₩	3,500 ",,,,,,,
,,,,,,,사과에이드," ₩	6,000 ",,,,,,,
,,,,,,,tee,,,,,,,,
,,,,,,,수제사과 / 피치우롱," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
26,타샤의정원,044-862-8817,세종 남세종로 446 1층,10:00 ~ 21:30,없음,21:00,아메리카노," ₩	3,200 ",4,0,0,x,0,x,세종시에 하나밖에 없는 플라워카페로 향긋한 커피향과 꽃내음을 함께 즐길 수 있는 카페
,,,,,,,카페라떼," ₩	3,600 ",,,,,,,
,,,,,,,유자차," ₩	3,800 ",,,,,,,
,,,,,,,얼그레이," ₩	3,800 ",,,,,,,
,,,,,,,로얄밀크티," ₩	4,500 ",,,,,,,
,,,,,,,,,,,,,,,
27,베이커리아티스트리,044-905-0064,"세종 보람동로 13 제상가동 105,106,107호",08:30 ~ 21:00,없음,20:30,소금빵," ₩	1,800 ",4,0,0,0,0,x,대한민국 제과기능장이 만드는 빵을 맛볼 수 있는 베이커리전문 카페
,,,,,,,마늘바게트," ₩	5,400 ",,,,,,,
,,,,,,,에그모닝샌드위치," ₩	3,800 ",,,,,,,
,,,,,,,마들렌,,,,,,,,
,,,,,,,우유 / 초코우유," ₩	4,800 ",,,,,,,
,,,,,,,아메리카노," ₩	2,000 ",,,,,,,
,,,,,,,아이스크림라떼/아이스크림바닐라라떼,6.0 / 6.5,,,,,,,
,,,,,,,,,,,,,,,
28,"카페,페레타",0507-1306-9372,세종 남세종로 469 102호,09:00 ~ 20:00,화,19:50,페레타에스프레소," ₩	4,500 ",5,0,0,x,0,x,커피한잔이 주는 일상의 기쁨을 맛볼 수 있는 카페
,,,,"토,일 10:00 ~ 21:00",,20:50,페레타솔트라떼," ₩	6,000 ",,,,,,,
,,,,,,,페레타시그니처블렌드," ₩	5,500 ",,,,,,,
,,,,,,,스콘,,,,,,,,
,,,,,,,버터/얼그레이/시나몬애플잼/초코초코,3.0/3.5/4.0/4.5,,,,,,,
,,,,,,,크로와상,,,,,,,,
,,,,,,,플레인 / 브리치즈,3.3 / 5.5,,,,,,,
,,,,,,,,,,,,,,,
29,발렌시아카페,0507-1484-6201,세종 시청대로 115 금강노을 빌딩 4층,11:00 ~ 22:00,없음,21:30,아메리카노," ₩	5,000 ",39,0,0,x,0,x,단체가 와도 부담없을 정도의 넓고 쾌적한 공간과 멋진 금강뷰를 보며 커피를 마실 수 있는 카페 
,,,,,,,프랜치바닐라라떼," ₩	5,800 ",,,,,,,
,,,,,,,딸기라떼," ₩	6,200 ",,,,,,,
,,,,,,,얼그레이아이스티," ₩	5,200 ",,,,,,,
,,,,,,,에이드,,,,,,,,
,,,,,,,레몬/오렌지/자몽," ₩	6,500 ",,,,,,,
,,,,,,,코코넛스무디 (코코넛/커피/초코)," ₩	6,500 ",,,,,,,
,,,,,,,,,,,,,,,
30,구움미학,0507-1329-6475,세종 한누리대로 2129 스타힐타워b동 113호,07:00 ~ 17:00,"토,일",16:50,아메리카노," ₩	3,000 ",4,0,0,0,0,x,정성스레 직접 만드는 빵과 매일매일 달라지는 디저트들을 커피와 함께 즐길 수 있는 나만 알고싶은 카페
,,,,14:00 ~ 15:00 브레이크타임,,,수제바닐라라떼," ₩	4,500 ",,,,,,,
,,,,,,,에이드,,,,,,,,
,,,,,,,샤인머스켓청포도 / 자몽," ₩	5,500 ",,,,,,,
,,,,,,,쌀소금빵," ₩	3,000 ",,,,,,,
,,,,,,,찰흑미쌀소금방," ₩	3,200 ",,,,,,,
,,,,,,,,,,,,,,,
31,커피공주,044-862-1124,세종 한누리대로 2144 스마트허브Ⅱ 커피공주,08:00 ~21:00,매달 4주,20:30,아인슈페너," ₩	5,000 ",7,0,0,x,0,x, 미술작품과 함께 스그니처 메뉴인 굴뚝빵과 핸드드립의 조화를 맛볼 수 있는 보람동 유일의 갤러리카페
,,,,"토,일 10:00 ~ 21:00",일요일,20:30,연유라떼," ₩	4,800 ",,,,,,,
,,,,,,,핸드드립(오늘의커피)," ₩	7,000 ",,,,,,,
,,,,,,,고구마라떼," ₩	5,000 ",,,,,,,
,,,,,,,굴뚝빵," ₩	7,800 ",,,,,,,
,,,,,,,,,,,,,,,
32,콩카페,044-715-5036,세종 한누리대로 2107 보람동종합복지센터 1층,09:00 ~ 17:00,"일,월.공휴일",16:30,아메리카노," ₩	2,500 ",12,0,0,x,0,x,남녀노소 누구나 부담없이 즐길 수 있는 시니어클럽에서 운영하는 카페
,,,,,,,카페라떼," ₩	3,000 ",,,,,,,
,,,,,,,허브차,,,,,,,,
,,,,,,,(히비스커스/케모마일/페퍼민트)," ₩	3,000 ",,,,,,,
,,,,,,,TWG TEE,,,,,,,,
,,,,,,,프랜치얼그레이/1837블랙티/그랜드웨딩," ₩	4,000 ",,,,,,,
,,,,,,,차,,,,,,,,
,,,,,,,자몽/레몬/생강/녹차," ₩	3,000 ",,,,,,,
,,,,,,,,,,,,,,,
33,첼시베이커리,044-715-7768,세종 남세종로 446 스마트허브시티4차 110호,11:00 ~ 22:00,없음,재료소진시,첼시어니언베이글," ₩	4,500 ",0,0,x,x,0,x,매일 매장에서 직접 반죽부터 생산까지하여 갓 구운빵을 맛있게 즐길 수 있는 베이커리카페
,,,,"토,일 10:00 ~ 22:00",,,마약핫도그빵," ₩	4,200 ",,,,,,,
,,,,,,,서산육쪽마늘빵," ₩	4,200 ",,,,,,,
,,,,,,,첼시피자빵," ₩	3,500 ",,,,,,,
,,,,,,,홍대오빠빵," ₩	4,200 ",,,,,,,
,,,,,,,첼시라떼," ₩	5,300 ",,,,,,,
,,,,,,,,,,,,,,,
34,클린커피,044-864-5866,세종 한누리대로 2144 지하 106호,09:30 ~ 17:00,없음,16:30,아메리카노," ₩	2,800 ",12,0,0,x,0,x,24시 코인 빨래방과 함께 운영하는 런드리카페
,,,,"토,일 10:00 ~ 17:00",,,버블카푸치노," ₩	4,000 ",,,,,,,
,,,,,,,피넛슈페너," ₩	4,500 ",,,,,,,
,,,,,,,스무디,,,,,,,,
,,,,,,,쑥치즈크림/피넛초코," ₩	4,500 ",,,,,,,
,,,,,,,꿀케이크,,,,,,,,
,,,,,,,코코아 / 호두," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
35,누리보듬,044-862-6505,세종 시청대로 163 리버에비뉴 2층,11:00 ~ 19:00,없음,18:30,산양삼쉐이크," ₩	9,000 ",7,0,0,0,0,x,탁 트인 금강뷰와 함께 건강함을 느낄 수 있는 건강차와 건강식을 직접 판매하는 카페
,,,,,,,새싹삼쉐이크," ₩	6,000 ",,,,,,,
,,,,,,,달달이커피," ₩	4,000 ",,,,,,,
,,,,,,,아메리카노," ₩	4,000 ",,,,,,,
,,,,,,,수제대추차," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
36,707커피,0507-1343-1454,세종 남세종로 466 아평빌딩 1층 103호,08:00 ~ 24:00,없음,23:30,꿀호떡아이스크림," ₩	3,800 ",4,0,0,0,0,x,와플과 디저트가 맛있는 디저트맛집
,,,,,,,미니붕어빵," ₩	3,500 ",야외1,,,,,,
,,,,,,,와플,3800~4800,,,,,,,
,,,,,,,아메리카노," ₩	2,500 ",,,,,,,
,,,,,,,달고나커피라떼," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
37,경순,0507-1358-3077,세종 시청대로 163 리버애비뉴 2층 205호,08:00 ~ 17:00,일,16:30,아메리카노," ₩	3,800 ",7,0,0,x,0,x,사장님의 철학과 건강한 차가 함께 하는 건강카페
,,,,"금,토 10:00 ~ 17:00",,16:30,카페인,,,,,,,,
,,,,,,,장미홍차/밀키우롱/호우지라떼/홍차라떼," ₩	5,000 ",,,,,,,
,,,,,,,루이보스,,,,,,,,
,,,,,,,오렌지 / 시나몬," ₩	5,000 ",,,,,,,
,,,,,,,건강차,,,,,,,,
,,,,,,,쑥/목련꽃/매화," ₩	5,000 ",,,,,,,
,,,,,,,수제차,,,,,,,,
,,,,,,,허브/레몬/건과일/수제자몽청," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
38,세종카페,0507-1362-3469,세종 한누리대로 2200 B동 115호,10:00 ~ 21:00,없음,20:30,아인슈페너," ₩	5,000 ",6,0,0,x,0,x,모든 크림과 청을 직접 수제로 만드는 사장님의 정성을 맛볼 수 있는 휴식같은 공간
,,,,,,,크림모카," ₩	5,000 ",야외 1,,,,,,
,,,,,,,쏠트카라멜," ₩	5,000 ",,,,,,,
,,,,,,,크림말차," ₩	5,000 ",,,,,,,
,,,,,,,수제차,,,,,,,,
,,,,,,,레몬/자몽/생강," ₩	4,500 ",,,,,,,
