,,,,,,,핫도그/소떡소떡," ₩	2,500 ",,,,,,,
,,,,,,,호떡도나," ₩	1,500 ",,,,,,,
,,,,,,,,,,,,,,,
15,커피R,010-6224-2206,세종 법원2로 18 1층 117호,08:30 ~ 18:00,"토,일",17:30,크림아메리카노," ₩	3,500 ",2,0,0,x,0,x,신선한 원두로 매장에서 직접 로스팅을하여 풍부한 향과 직접만드는 맛있는 디저트를 맛볼 수 있는 카페
,,,,,,,아몬드크림라떼," ₩	4,000 ",,,,,,,
,,,,,,,예가체프," ₩	4,000 ",,,,,,,
,,,,,,,연유라떼," ₩	4,000 ",,,,,,,
,,,,,,,스콘," ₩	2,500 ",,,,,,,
,,,,,,,,,,,,,,,
16,스위치에스프레소,0507-1467-9879,세종 소담1로 16 119호 ,08:00 ~ 18:00,토,17:30,"아메리카노(싱글,블렌드)"," ₩	3,500 ",4,0,0,x,0,x,설티커피를 지향하는 로스터리 카페
,,,,일 11:00 ~ 18:00,,17:30,하리오드립커피(싱글.블렌드)," ₩	4,000 ",,,,,,,
,,,,,,,카페라떼(싱글.블렌드)," ₩	3,500 ",,,,,,,
,,,,,,,카푸치노(싱글.블렌드)," ₩	3,500 ",,,,,,,
,,,,,,,발로나초콜렛," ₩	4,500 ",,,,,,,
,,,,,,,,,,,,,,,
17,아모하임프로틴카페,044-866-8719,세종 소담3로 8 새샘마을7단지 상가 98호,10:00 ~ 20:00,"토,일",19:30,프로틴쉐이크," ₩	5,500 ",3,0,0,x,0,0,로하스인증을받은 세계1등 단백질브랜드로 만드는 영양가득한 프로틴을 섭취할 수 있는 카페
,,,,,,,생과일프로틴쉐이크," ₩	6,500 ",,,,,,,
,,,,,,,프로틴앙버터," ₩	5,100 ",,,,,,,
,,,,,,,프로틴도넛," ₩	3,900 ",,,,,,,
,,,,,,,,,,,,,,,
18,용다방,0507-1306-1765,세종 소담3로 8 1층72호 용다방,08:30 ~ 20:00,없음,19:30,,,2,0,0,0,0,0,
