,,,,,,,바닐라빈라떼," ₩	4,300 ",,,,,,,아기자기한 디자인의 인테리어
,,,,,,,아보카토샌드위치," ₩	4,900 ",,,,,,,
,,,,,,,라코타치즈샐러드," ₩	8,900 ",,,,,,,
,,,,,,,수비드비프샐러드," ₩	9,900 ",,,,,,,
,,,,,,,연어샐러드," ₩	10,900 ",,,,,,,
,,,,,,,,,,,,,,,
11,리피피,0507-1313-2382,세종 한누리대로 234,08:00 ~ 21:00,일요일,20:30분,카페라떼," ₩	4,000 ",6,0,0,0,0,x,심플한 인테리어에 다양한 소품과 블루로 포인트
,,,,,,,바질토마토에이드," ₩	4,800 ",,,,,,,소품은 별도판매도 하고있음.
,,,,,,,파운드케이크," ₩	4,300 ",,,,,,,파운드케이크 전문업체
,,,,,,,"(초코, 바닐라, 쑥, 단호박)",,,,,,,,
,,,,,,,펌킨파이," ₩	4,800 ",,,,,,,
,,,,,,,,,,,,,,,
12,그레인,0507-1339-3903,세종 나성로96 181호 ,11:00 ~ 19:00,"일,월",,쌀케이크조각," ₩	6,500 ",4,0,0,x,0,x,비건 혼합매장으로 우리쌀로 매장에서 직접 만드는 쌀디저트
,,,,11:00 ~ 20:00,,,바스크치츠케이크조각," ₩	7,000 ",,,,,,,예약케익 판매중.
,,,,동절기 1시간단축영업,,,비건스콘," ₩	3,300 ",,,,,,,
,,,,,,,아메리카노," ₩	3,300 ",,,,,,,
,,,,,,,착즙 (오렌지/자몽)," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
13,프롬제로,0507-1478-0725,세종 한누리대로211 퍼스트타워1층 106호,11:00 ~ 20:00,일요일,19:50분,플레인스콘," ₩	3,700 ",4,0,0,0,0,x,수제쿠키&수제스콘 전문매장으로 매일매일 다른제품으로 라인업
,,,,,,,단호박쑥크럼블," ₩	5,900 ",,,,,,,아기자기한 디자인으로 인테리어
,,,,,,,누네띠네스콘," ₩	3,200 ",,,,,,,
,,,,,,,아메리카노," ₩	2,000 ",,,,,,,
,,,,,,,수제토마토바질에이드," ₩	6,000 ",,,,,,,
,,,,,,,,,,,,,,,
14,세종목장,0507-1342-5005,세종 나성북로30 3층 323호,10:00 ~ 00:00,,,아메리카노," ₩	2,500 ",야외 5,0,0,0,0,야외가능,전통방식을 고수한 그릭요거트와 건강한 그래놀라를 직접제조
,,,,일요일 8시마감,,,카페라떼 ," ₩	3,000 ",실내 1,,,,,,크로플은 백프로 프랑스밀가루와 AOP버터를 이용하여만든  생지사용
,,,,,,,마시는 그릭딸기," ₩	6,000 ",,,,,,,생지또한 80g으로 큰 사이즈로 겉바속촉 그 자체
,,,,,,,그릭요거트," ₩	3,900 ",,,,,,,
,,,,,,,크로와상슈," ₩	2,000 ",,,,,,,
,,,,,,,,,,,,,,,
15,캠프레스커피,0507-1405-3882,세종 한누리대로 331 SR파크센텀 1층 116~120호,08:00 ~ 22:00,,21:30,아메리카노," ₩	4,300 ",24,0,0,x,0,x,1층 대형매장. 조용한 분위기로 혼공하기좋음
,,,,,,,카페라떼," ₩	5,000 ",,,,,,,4가지 원두선택 가능
,,,,,,,플랫화이트," ₩	5,300 ",,,,,,,
,,,,,,,그라나따," ₩	6,800 ",,,,,,,
,,,,,,,,,,,,,,,
16,밀리오르돌체,0507-1312-1177,"세종 나성로 96 1층 114호(나성동, 더센트럴)",11:00 ~ 19:00,일요일,18:30,넛츠 크림라떼," ₩	6,000 ",5,0,0,x,0,x,화학적 합성품을 사용하지 않고 유기농 밀가루를 이용해서 베이킹
,,,,,,,아몬드 크림라떼," ₩	6,000 ",,,,,,,레드 & 오렌지 컬러로 포인트를 준 아기자기한 분위기의 카페
,,,,,,,쑥라떼," ₩	5,000 ",,,,,,,
,,,,,,,소금빵," ₩	3,500 ",,,,,,,
,,,,,,,치즈소금빵," ₩	4,500 ",,,,,,,
,,,,,,,,,,,,,,,
17,더킹카페,044-866-0355,"세종 한누리대로 161 112,113,114호",08:30 ~ 22:00,,21:50,샤케라떼 (킹샷)," ₩	4,500 ",21,0,0,x,0,x,큰 규모와 럭셔리한 디자인 테이블마다 넓은 간격으로 대화하기 좋음
,,,,,,,흑임자 크림커피," ₩	5,500 ",,,,,,,국가대표 로스터리의 두가지 원두를 사용
,,,,,,,골든아인슈페너," ₩	5,500 ",,,,,,,
,,,,,,,바닐라라떼," ₩	5,000 ",,,,,,,
,,,,,,,더킹 밀크티," ₩	4,500 ",,,,,,,
,,,,,,,상큼초록주스," ₩	6,500 ",,,,,,,
,,,,,,,클렌즈노랑주수," ₩	6,500 ",,,,,,,
,,,,,,,,,,,,,,,
18,베이크데이즈,0507-1423-2043,세종 한누리대로 169 세종행복타워 1층 104호,08:30 ~ 21:30,일요일,21시,우유스콘," ₩	4,500 ",4,0,0,0,0,x,마스카포네크림을 섞어만든 동물성 생크림과 직접구운 제누아즈로 만든 
,,,,,,,당일케이크,변동,,,,,,,부드러운 수제 케이크 전문점
,,,,,,,아이스아메리카노," ₩	3,000 ",,,,,,,매장 내 테이블수는 적으나 외관과 다르게 실내가 길게 인테리어되어있음
,,,,,,,아이스크림라떼," ₩	4,600 ",,,,,,,
,,,,,,,,,,,,,,,
19,카페맑음,0507-1431-3373,세종 한누리대로 205 112호,09:00 ~ 21:00,일요일,20:15,피넛크림라떼," ₩	5,000 ",8,0,0,0,0,0,애견동반이 가능한 넓은 매장
,,,,토. 12:00 ~ 20:00,,19:15,딸기라떼," ₩	5,000 ",,,,,,,화분들을 위주로 자연의 인테리어가 돋보이는 인테리어
,,,,,,,아메리카노," ₩	3,500 ",,,,,,,
,,,,,,,모카아인슈페너," ₩	5,500 ",,,,,,,
,,,,,,,땅콩캬라멜슈페너," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
20,손흘림커피(커피볶는집),044-866-5948,세종 한누리대로 194 세종의아침 114호,10:00 ~ 22:00,일요일,21:30,아메리카노," ₩	2,800 ",6,0,0,x,0,x,직접 원두를 볶아만든 원두도 판매
,,,,10:00 ~ 19:00,,18:30,카페라떼," ₩	3,300 ",,,,,,,소담을 나누기에 좋은 조용하고 깔끔한 매장과  
,,,,,,,카푸치노," ₩	3,300 ",,,,,,,원두기계와 핸드그라인더 등 커피관련된 인테리어로 전문적인 느낌이 나게함
,,,,,,,더치비앤나," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
21,레조넌스 커피랩,0507-1448-2730,세종 한누리대로 321 1층 124호,09:00 ~ 18:00,목요일,17:30,드립커피,4~5000,4,0,0,x,0,야외가능,커피랩이라는 이름처럼 직접 로스팅하는 로스터리카페
,,,,,,,아메리카노," ₩	3,000 ",야외 2,,,,,,작은 매장에 로스팅을 하고있어 좋은 원두냄새가 풍김
,,,,,,,콜드브루," ₩	3,300 ",,,,,,,
,,,,,,,플랫화이트," ₩	3,500 ",,,,,,,
,,,,,,,,,,,,,,,
22,카페솔트,0507-1384-2289,세종 한누리대로 249,08:30 ~ 18:30,일요일,18시,솔트크림커피," ₩	5,000 ",7,0,0,x,0,x,높은 층고로 탁 트인 개방감과 힙한 인테리어의 카페인테리어
,,,,09:00 ~ 18:00,넷째주 토,17:30,솔트초코라떼," ₩	5,000 ",,,,,,,
,,,,,,,코코넛커피스무디," ₩	5,500 ",,,,,,,
,,,,,,,아메리카노," ₩	3,000 ",,,,,,,
,,,,,,,황제쥬스," ₩	6,000 ",,,,,,,
,,,,,,,,,,,,,,,
23,로사베이킹,010-9981-8856,세종 한누리대로 245 에스알파크원 1층 107호,11:00 ~ 18:00,"월,화,토,일",17시,아메리카노," ₩	2,500 ",4,0,0,x,0,x,베이커리전문점으로 매주 화요일은 베이킹클래스를 진행
,,,,,,,크림라떼," ₩	3,800 ",,,,,,,
,,,,,,,트리플티에이드," ₩	3,500 ",,,,,,,
,,,,,,,레몬진저에이드," ₩	3,500 ",,,,,,,
,,,,,,,,,,,,,,,
24,에이보릿,0507-1389-4520,세종 나성북로 30 1동 191호 ,09:00 ~ 22:00,일요일,21시,아보카도커피," ₩	5,900 ",2,0,0,0,0,0,아보카도 전문매장으로 아보카도와 커피의 진정한 맛을 느끼고싶다면 강추
,,,,토 10:00 ~ 22:00,,아보카도소진시,아보카도스무디," ₩	5,900 ",,,,,,,
,,,,,,,패션오미자에이드," ₩	4,900 ",,,,,,,
,,,,,,,매실소화제," ₩	4,500 ",,,,,,,
,,,,,,,과카몰리," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
25,메조네뜨,0507-1468-1994,세종 나성북로 47 나릿재4단지 상가동 1층 115호,11:00 ~ 21:00,월요일,20:00,아메리카노," ₩	4,500 ",3,0,0,x,0,x,블랙 앤 화이트 인테리어로 모던함 강조
,,,,,,,카페라떼," ₩	5,000 ",,,,,,,대형 우드테이블 중앙에 식물을 사용하여 정원같은 느낌을 살림
,,,,,,,피치우롱," ₩	7,000 ",,,,,,,
,,,,,,,자몽에이드," ₩	6,000 ",,,,,,,
,,,,,,,,,,,,,,,
26,gladly,0507-1305-5154,세종 한누리대로 320 리치먼드시티 116호,18:00 ~ 20:00,토요일,19시,아메리카노," ₩	3,800 ",4,0,0,x,0,x,햇살이 잘 드는 통창으로 넓은 느낌을 준 심플하고 깔끔한 인테리어
,,,,일 10:00 ~ 18:00,,17시,그래드커피," ₩	4,500 ",,,,,,,
,,,,,,,피콜로라떼," ₩	4,500 ",,,,,,,
,,,,,,,스콘 (플레인/애그브뤨레)," ₩	2,000 ",,,,,,,
,,,,,,,휘낭시에 (플레인/소보로/말차/츄러스)," ₩	2,000 ",,,,,,,
,,,,,,,,,,,,,,,
27,가배예술,044-862-0602,세종 한누리대로 211 108호,11:30 ~ 16:00,"토,일",15:30,예술아메리카노," ₩	4,200 ",5,0,0,x,0,x,찻집 느낌의 아늑한 인테리어 테이블마다 준비되어있는 스텐드로 분위기연출
,,,,,,,로즈마리아메리카노," ₩	4,800 ",,,,,,,
,,,,,,,예술라떼," ₩	5,000 ",,,,,,,
,,,,,,,아인슈페너," ₩	5,000 ",,,,,,,
,,,,,,,예술크림라떼," ₩	5,500 ",,,,,,,
,,,,,,,와인에이드," ₩	6,600 ",,,,,,,
,,,,,,,,,,,,,,,
28,키친마블,044-868-7761,세종 나성로 96 더센트럴 5층 531호,10:30 ~ 18:10,월요일,17:30,아메리카노," ₩	1,500 ",4,0,0,x,0,x,디저트를 전문적으로 하고있으며 마카롱과 쿠키는 예약으로 진행하고있음
,,,,"토,일 11:00 ~ 17:00",,재료소진시,카페라떼," ₩	2,500 ",,,,,,,쿠킹클래스도 같이 진행
,,,,주말은 클래스있는날만 운영,,,마카롱 (4set/7set),4500 / 7000,,,,,,,
,,,,,,,르뱅쿠키," ₩	6,000 ",,,,,,,
,,,,,,,,,,,,,,,
29,워너블랙,0507-1327-6647,세종 나성로 125-10 조이타워 112호,11:00 ~ 23:00,일요일,22:00,스페셜아메리카노," ₩	3,800 ",6,0,0,0,0,0,스페셜티 전문 원두와 빙수를 전문으로 하는 매장으로 
,,,,,,,스페셜티콜드브루," ₩	4,500 ",,,,,,,세계최초로 특허를 출원한 아인슈페너 커피빙수도 판매
,,,,,,,몽블랑슈페너빙수," ₩	12,500 ",,,,,,,
,,,,,,,"한국차(매화,국화,목련,민들레,감잎,헛개)"," ₩	4,000 ",,,,,,,
,,,,,,,팥빙수," ₩	11,000 ",,,,,,,
,,,,,,,딸기빙수," ₩	11,500 ",,,,,,,
,,,,,,,,,,,,,,,
30,봉쥬르프랑,0507-1308-7693,세종 한누리대로 249 에스제이타워 107호,11:00 ~ 19:00,일요일,18시,아메리카노," ₩	2,000 ",3,0,0,x,0,x,작고 아담한 느낌으로 머무른느 사람이 편안하게 느낄 수 있는 인테리어
,,,,토 11:00 ~ 17:00,,14시,연유라떼," ₩	4,000 ",,,,,,,수제 뚱카롱을 중점으로 판매
,,,,,,,바닐라라떼," ₩	4,000 ",,,,,,,
,,,,,,,리얼수박주스," ₩	4,500 ",,,,,,,
,,,,,,,수제에이드," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
31,두두본,044-866-1586,세종 정부2청사로 10 1층,07:30 ~ 22:00,토요일,21시,아메리카노," ₩	2,800 ",11,0,0,x,0,x,기분좋은 단맛이라는 이름의 카페로 수제메이드 디저트를 판매
,,,,일 11:00 ~ 18:00,,17:30,카페라떼," ₩	3,500 ",,,,,,,넓지만 아늑한 분위기의 인테리어
,,,,,,,플레인 요거트 프라프치노," ₩	4,300 ",,,,,,,
,,,,,,,"생생에이드 (자몽,레몬)"," ₩	4,500 ",,,,,,,
,,,,,,,마카롱,제품별 금액 상이,,,,,,,
,,,,,,,,,,,,,,,
32,페트리코,044-417-1577,세종 한누리대로 227 세종마루 101호,08:30 ~ 20:00,일,19:30,큐브라떼," ₩	5,300 ",5,0,0,x,0,x,아기자기한 내부디자인
,,,,토. 12:00 ~ 18:00,마지막 토,17:30,리얼초콜릿," ₩	5,000 ",,,,,,,직접 로스팅하여 커피부터 원두까지 다양하게 판매
,,,,,,,쑥라떼," ₩	4,800 ",,,,,,,
,,,,,,,청포도케일주스," ₩	5,000 ",,,,,,,
,,,,,,,디스트레스 티," ₩	4,000 ",,,,,,,
,,,,,,,아메리카노," ₩	3,800 ",,,,,,,
,,,,,,,,,,,,,,,
33,자이트피어무직,044-866-5777,세종 한누리대로 283 110호,10:00 ~ 22:00,일,21:30,아메리카노," ₩	3,800 ",4,0,0,x,0,x,독일식 카페로 매장내부 모든 제품들은 실제로 독일에서 공수해온 제품들
,,,,,,,아인슈페너," ₩	5,500 ",,,,,,,아늑하고 포근한 인테리어로 독일의 평화로운 분위기를 상징
,,,,,,,말차라떼," ₩	5,000 ",,,,,,,
,,,,,,,민트초코라떼," ₩	5,000 ",,,,,,,
,,,,,,,캐모마일," ₩	5,500 ",,,,,,,
,,,,,,,루이보스," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
34,큰큰커피,044-414-9567,세종 국세청로 45 상가1층 B-113호,09:00 ~ 20:00 ,없음,21:00,큰큰아메리카노," ₩	2,900 ",3,0,0,0,0,0,깔끔한 인테리어와 큰큰커피라는 이름처럼 가성비좋은 음료들
,,,,,,,큰큰딸기아이스크림라떼," ₩	6,400 ",야외 1,,,,,야외가능,
,,,,,,,딸기요거트스무디," ₩	5,200 ",,,,,,,
,,,,,,,망고요거트스무디," ₩	5,200 ",,,,,,,
,,,,,,,휘낭시에," ₩	3,000 ",,,,,,,
,,,,,,,,,,,,,,,
,비타민을담다,010-2797-2942,세종 나성북로 30 퍼스트원 1층 101호,10:00 ~ 20:00,일요일,19:00,사과당근 착즙주스," ₩	3,500 ",6,0,0,0,0,x,건강한 제품을 판매하는 매장
,,,,,,,토마토주스," ₩	3,000 ",,,,,,,직접 운영하는 과수원에서 가지고오는 사과를 매장에서 판매도하심
,,,,,,,키위주스," ₩	3,000 ",,,,,,,
,,,,,,,아메리카노," ₩	2,000 ",,,,,,,
,,,,,,,,,,,,,,,
32,카페여기,044-867-4502,세종 한누리대로 288 갤러리밸류시티 1층 112호,11:00 ~ 23:50,없음,23:40,아메리카노," ₩	3,500 ",4,0,0,x,0,0,아담하고 심플한 인테리어
,,,,일. 12:00 ~ 22:00,,21:50,달고나라떼," ₩	4,500 ",야외1,,,,,야외가능,
,,,,,,,아인슈페너," ₩	4,500 ",,,,,,,
,,,,,,,소금커피," ₩	4,500 ",,,,,,,
,,,,,,,소금라떼," ₩	4,800 ",,,,,,,
,,,,,,,썸머라떼," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
34,썸머커피라운지,044-865-0138,세종 한누리대로 253 에스빌딩 1층,08:00 ~ 21:00,일요일,20:30,아메리카노," ₩	3,500 ",7,0,0,x,0,x,넓고 깔끔한 실내인테리어 수다떨기 좋은 분위기
,,,,토. 09:00 ~ 17:00,,16:00,카페브리브," ₩	5,000 ",,,,,,,
,,,,,,,클래식카푸치노," ₩	4,000 ",,,,,,,
,,,,,,,카페라떼," ₩	4,000 ",,,,,,,
,,,,,,,더치커피," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
35,카페오드,010-3030-8164,세종 나성로 133-15 애플타워 9층 905호,12:00 ~ 22:00,화요일,21시,아메리카노," ₩	5,000 ",6,0,0,x,0,x,커피와 타로점을 동시에 즐길 수 있는 이색 테마카페
,,,,,,,더치커피," ₩	5,000 ",,,,,,,
,,,,,,,민트초코모카," ₩	6,500 ",,,,,,,
,,,,,,,오드아포카토," ₩	7,000 ",,,,,,,
,,,,,,,,,,,,,,,
36,딥퍼플LP카페,0507-1324-3815,세종 나성북로 21 센트럴타워 6층 602호,12:00 ~ 24:00,"토,일",23시,아메리카노," ₩	5,000 ",6,0,0,x,0,x,LP로 노래를 들으며 감상할 수 있고 낮에는 커피와 밤에는 술을 즐길 수 있는
,,,,,,,계절쥬스," ₩	6,000 ",야외4,,,,,,컨셉의카페
,,,,,,,블랑생맥주," ₩	6,000 ",,,,,,,
,,,,,,,와인,종류별 상이,,,,,,,
,,,,,,,,,,,,,,,
37,오뎀로스터리,0507-1438-3171,세종 나성로 41 하해빌딩 1층,11:00 ~ 18:00,토요일,19시,아메리카노," ₩	3,500 ",7,0,0,x,0,x,직접 로스팅을하여 스페셜한 커피판매와 넓은 간격의 테이블은
,,,,,,,카페라떼," ₩	3,800 ",야외2,,,,,,대화하기 좋고 우리만의 공간을 느낄 수 있는 인테리어
,,,,,,,소금커피," ₩	4,500 ",,,,,,,
,,,,,,,소금라떼," ₩	4,800 ",,,,,,,
,,,,,,,큐브라떼," ₩	4,800 ",,,,,,,
,,,,,,,,,,,,,,,
38,그래도커피,044-868-8428,세종 한누리대로 205 1층 106호,10:00 ~ 21:00,토요일,18:30,아메리카노," ₩	3,000 ",7,0,0,0,0,x,화이트베이스의 골드포인트로 고급스러운 인테리어
,,,,일. 13:00 ~ 18:00,,,카푸치조," ₩	4,000 ",,,,,,,샌드위치나 토스트 판매로 간단한 한끼식사도 가능한 카페
,,,,,,,흑임자크림라떼," ₩	5,200 ",,,,,,,
,,,,,,,햄치즈애그샌드위치," ₩	6,000 ",,,,,,,
,,,,,,,카야토스트," ₩	3,500 ",,,,,,,
,,,,,,,,,,,,,,,
39,베리힐,0507-1337-1879,세종 한누리대로 227 1층 108호,09:30 ~ 19:00,"토, 일",18:30,아메리카노," ₩	2,800 ",4,0,0,0,0,x,컵과일과 과일주스를 판매하는 과일카페
,,,,,,,돌체라떼," ₩	4,000 ",,,,,,,
,,,,,,,바닐라라떼," ₩	4,000 ",,,,,,,
,,,,,,,착즙주스," ₩	3,800 ",,,,,,,
,,,,,,,컵과일 ," ₩	3,500 ",,,,,,,
,,,,,,,,,,,,,,,
40,딜라이트,0507-1483-5775,세종 한누리대로 194 세종의아침 1층 115호,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
41,café감,0507-1370-7701,세종 한누리대로 245 SR파크원 1층 120호,08:30 ~ 23:00,일요일,22시,아메리카노," ₩	2,500 ",4,0,0,0,0,x,작고 아담한 인테리어의 가성비 좋은 카페
,,,,,,,더치아메리카노," ₩	3,500 ",,,,,,,직접담근 수제청도 판매
,,,,,,,더치라떼," ₩	4,000 ",,,,,,,
,,,,,,,아인슈페너," ₩	4,000 ",,,,,,,
,,,,,,,돌체라떼," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
42,조이마카롱,044-868-1776,세종 나성북로 30 1층 152호 조이,10:00 ~ 19:00,"토,일,월",마카롱소진시,아메리카노 ," ₩	3,600 ",3,0,0,x,0,x,아기자기하고 이쁜 인테리어의 카페
,,,,,,,초콜릿라떼," ₩	5,300 ",,,,,,,마카롱전문점
,,,,,,,마카롱," ₩	2,400 ",,,,,,,
,,,,,,,마들렌 (초코/레몬)," ₩	1,700 ",,,,,,,
,,,,,,,고메베터스콘," ₩	2,800 ",,,,,,,
,,,,,,,,,,,,,,,
43,카페몽마르다,0507-1307-3121,세종 한누리대로 306 1층,10:00 ~ 02:30,,,아메리카노," ₩	3,500 ",3,0,0,0,0,x,깔끔한 인테리어와 다양한 메뉴를 즐길 수 있는 카페
,,,,,,,레트로커피," ₩	3,500 ",,,,,,,
,,,,,,,생과일주스 (계절따라변동)," ₩	5,000 ",,,,,,,
,,,,,,,달고나라떼," ₩	4,300 ",,,,,,,
,,,,,,,흑임자라떼," ₩	4,300 ",,,,,,,
,,,,,,,,,,,,,,,
44,미팅125,070-8648-1250,세종 국세청로 45 나릿재마을3단지 상가1층  A125호,08:30 ~ 20:00,일요일,19:30,아메리카노," ₩	3,500 ",2,0,0,0,0,0,직접 로스팅한 원두로 만드는 커피와 유기농재료로 직접 만든 디저트가
,,,,09:30 ~ 19:00,,18:30,카페라떼," ₩	4,500 ",야외4,,,,,야외가능,매력적인 카페
,,,,,,,연유라떼," ₩	4,500 ",,,,,,,포근함을 주는 아기자기한 인테리어
,,,,,,,수제쿠키 (오리지널/초코/오레오)," ₩	3,500 ",,,,,,,
,,,,,,,대파크림치즈베이글," ₩	3,500 ",,,,,,,
,,,,,,,,,,,,,,,
45,커피랑,044-866-4926,세종 나성로 41 101호,10:00 ~ 21:00,토요일,20:00,달고나커피," ₩	4,500 ",6,0,0,x,0,x,이야기하기 좋은 곳.
,,,,일 10:00 ~ 17:00,,16:00,소금커피," ₩	4,500 ",,,,,,,아기자기한 인테리어와 이쁜 커피잔들이 많아 눈으로도 즐길 수 있는  카페
,,,,,,,코코넛커피," ₩	5,000 ",,,,,,,
,,,,,,,사케라또," ₩	4,500 ",,,,,,,
,,,,,,,커피콩빵," ₩	2,500 ",,,,,,,
,,,,,,,,,,,,,,,
46,카페 앙,010-5154-8487,세종 한누리대로 207 101호,10:00 ~ 21:00,"토,일",20:30,아메리카노," ₩	3,000 ",5,0,0,x,0,x,가성비좋은 아메리카노와 수제샌드위치가 맛있는 포근한 인테리어의 카페
,,,,,,,더치커피," ₩	5,000 ",,,,,,,
,,,,,,,흑임자초코라떼," ₩	5,000 ",,,,,,,
,,,,,,,토피넛라떼," ₩	5,000 ",,,,,,,
,,,,,,,샌드위치 (라코타/아보카도)," ₩	4,000 ",,,,,,,
,,,,,,,,,,,,,,,
47,커피730,0507-1441-6679,세종 한누리대로 321 sr파크 119호,09:30 ~ 21:00,없음,20:30,아메리카노," ₩	2,500 ",4,0,0,x,0,x,아기자기한 소품들로 인테리어에 포인트를 준 카페
,,,,,,,수제청 (레몬/자몽/메실)," ₩	4,500 ",,,,,,,
,,,,,,,수제청에이드 (레몬/자몽/메실)," ₩	4,800 ",,,,,,,
,,,,,,,한라봉에이드," ₩	4,000 ",,,,,,,
,,,,,,,베이글," ₩	2,500 ",,,,,,,
,,,,,,,,,,,,,,,
48,샐리앤브리,044-862-1016,세종 한누리대로 287,12:00 ~ 22:00,없음,21:30,아메리카노," ₩	4,000 ",8,0,0,x,0,x,길고 깔끔하게 빠진 인테리어와 대화하기 좋은 분위기 좋은 카페
,,,,일 13:00 ~ 18:00,,17:30,연유라떼," ₩	5,500 ",,,,,,,매장에서 직접 로스팅하여 원두도 직접 판매
,,,,16:00~18:00 ,브레이크,,코코넛라떼," ₩	5,500 ",,,,,,,
